Tm24_Anova_bis_med	T0_Anova_bis_med	T6_Anova_bis_med	T12_Anova_bis_med	T18_Anova_bis_med	T24_Anova_bis_med	T30_Anova_bis_med	T42_Anova_bis_med	T54_Anova_bis_med	T96_Anova_bis_med
Pa_1_23780	0.27	0.25	-0.02	-0.11	-0.11	0.02	0.23	0.08	-0.22	-0.1
Pa_1_23790	-0.45	-0.16	0.12	0.39	0.4	0.4	-0.12	-0.53	-0.73	1.37
Pa_1_2380	0.02	-0.84	-0.57	-0.39	-0.35	0.13	0.68	0.76	0.6	-0.02
Pa_1_23800	-0.15	0.64	-0.26	0.09	0.21	-0.03	0.03	-0.58	-0.61	0.67
Pa_1_23810	-0.2	0.03	-0.15	0	-0.15	0	0.2	0.29	0.04	-0.39
Pa_1_23820	0.48	0.16	0.17	0.16	0.06	-0.06	-0.41	-0.64	-1.07	-0.85
Pa_1_23830	0	0.02	0.04	0.04	-0.02	0	0.07	-0.13	-0.26	-0.05
Pa_1_23840	0.12	0.35	-0.17	-0.01	-0.17	-0.05	-0.06	0.2	0.01	0.5
Pa_1_23850	-0.23	-0.49	0.03	-0.03	0.12	0.19	0.54	0.22	-0.3	-0.78
Pa_1_23860	-0.11	-0.07	-0.14	0.07	0.28	0.33	0.58	0.43	-0.26	-0.56
Pa_1_23870	-0.33	-0.35	-0.44	0.11	0.07	-0.14	-0.07	4.45	5.49	4.74
Pa_1_23880	-0.24	0	-0.17	0.05	-0.02	-0.11	0	0.66	0.76	0.42
Pa_1_23890	0.25	0.06	-0.15	-0.06	-0.26	-0.15	0.15	0.25	0.2	-0.13
Pa_1_2390	0.25	-0.06	0.02	-0.06	-0.23	0	0	0.01	0.02	-0.07
Pa_1_23900	0.05	0.27	-0.17	0.04	-0.04	0.25	0.31	-0.15	-0.33	-0.11
Pa_1_23910	-0.29	0.02	-0.02	0.15	0.3	0.38	0.36	-0.23	-0.41	-0.19
Pa_1_23920	0.33	0.4	-0.02	-0.2	-0.15	0.01	0.09	-0.01	0.1	-0.21
Pa_1_23930	-0.36	0.34	-0.4	0.27	0.34	0.38	0.1	-0.48	-0.38	-0.1
Pa_1_23940	-0.23	0.2	-0.29	0.03	-0.12	0.1	0.02	-0.24	-0.02	0.15
Pa_1_23950	0.18	0.25	-0.08	-0.04	0	-0.1	0	0.08	0.09	-0.36
Pa_1_23960	0.17	0.08	-0.03	-0.08	-0.1	0.03	0.23	0.11	-0.1	-0.47
Pa_1_23970	-0.04	0.17	-0.09	-0.09	-0.16	-0.09	0.28	0.74	0.54	0.04
Pa_1_23980	-0.16	-0.39	0.37	0.03	-0.06	0.02	0.27	0.33	-0.02	-0.42
Pa_1_23990	-0.17	-0.25	0.35	0.42	0.08	-0.08	0.08	0.13	-0.19	-0.59
Pa_1_240	-0.54	-0.22	-0.51	-0.28	-0.15	0.15	0.69	0.62	0.45	0.43
Pa_1_2400	2.77	2.8	1.6	0.03	-0.37	-0.03	-0.24	0.16	-0.04	-0.92
Pa_1_24000	0.13	-0.09	0.18	-0.08	0.02	-0.02	0.07	0.23	-0.11	-0.39
Pa_1_24010	0.44	-0.33	-0.04	-0.11	0.04	-0.06	0.44	0.7	0.38	-0.37
Pa_1_24020	0.62	0.68	-0.12	0.31	-0.04	0.18	-0.11	0.04	-0.23	-0.36
Pa_1_24030	0.15	-0.77	-0.31	-0.44	-0.15	0.31	0.8	0.67	0.21	-0.31
Pa_1_24040	0.59	-0.18	-0.15	-0.2	-0.26	-0.01	0.04	0.01	0.39	0.61
Pa_1_24050	0.09	0.31	0.05	0.12	0.03	-0.05	-0.14	-0.03	-0.21	-0.54
Pa_1_24060	0.4	-0.64	-0.24	-0.27	-0.18	0.18	0.77	0.8	0.4	-0.27
Pa_1_24070	1.15	0.48	0.44	0.06	0.01	-0.01	-0.45	-0.74	-0.88	-0.65
Pa_1_24080	0.27	0.4	-0.02	0.04	-0.11	-0.03	0.02	0.04	-0.23	-0.34
Pa_1_24090	0.07	0	-0.35	-0.31	-0.29	-0.29	0	0.03	0.19	0.19
Pa_1_2410	-0.29	-0.57	-0.01	0.18	0.01	0.25	0.48	0.21	-0.41	-1.14
Pa_1_24110	0.33	-0.27	-0.21	-0.33	-0.46	-0.07	0.07	0.13	0.23	0.44
Pa_1_24120	0.1	-0.83	-0.54	-0.3	-0.1	0.39	1.01	0.93	0.44	-0.26
Pa_1_24130	-0.04	-0.34	-0.13	0.08	0.18	0.19	0.25	0.04	-0.32	-0.49
Pa_1_24140	0.05	0.41	-0.08	-0.05	-0.21	-0.34	-0.05	0.56	1.12	0.44
Pa_1_24150	0.02	0.01	-0.21	-0.01	-0.22	-0.06	0.1	0.19	0.15	-0.3
Pa_1_24160	0.33	-0.09	-0.04	-0.06	-0.09	0.17	0.14	-0.02	0.02	0.64
Pa_1_24170	0.39	-0.09	-0.12	-0.09	-0.21	0.04	0.17	0.07	-0.04	0.27
Pa_1_24180	0.15	-0.27	-0.15	-0.25	-0.28	-0.16	0.27	0.68	0.96	0.43
Pa_1_24190	0.36	0.52	0.35	0.2	0	0	-0.13	-0.12	-0.13	-0.22
Pa_1_2420	0.18	-0.24	-0.27	-0.08	0.1	-0.06	0.36	0.22	0.06	-0.44
Pa_1_24200	0.1	0.35	-0.29	-0.08	0.11	-0.02	0.02	-0.27	0.2	-0.16
Pa_1_24210	0.04	0.02	-0.15	-0.09	-0.2	-0.02	0.34	0.51	0.28	-0.26
Pa_1_24220	0.3	0.01	-0.02	-0.14	-0.08	0.27	0.42	0.37	-0.01	-0.53
Pa_1_24230	-2.36	-1.18	-1.33	-0.35	0.75	1.35	1.87	1.4	0.35	-0.77
Pa_1_24240	0.33	-0.23	-0.19	-0.15	-0.08	0.15	0.49	0.42	0.08	-0.24
Pa_1_24250	0.59	0.03	0.08	-0.19	-0.08	-0.13	-0.03	0.46	0.09	-0.14
Pa_1_24260	0.13	-0.15	-0.08	-0.08	-0.19	-0.04	0.18	0.17	0.17	0.04
Pa_1_24270	0.13	-0.37	-0.21	-0.47	-0.02	-0.09	0.42	0.65	0.29	0.02
Pa_1_24280	0.07	0.32	-0.14	-0.02	0.06	-0.33	-0.08	0.02	-0.11	0.15
Pa_1_24290	0.13	0.39	-0.04	-0.05	0.03	-0.23	0.14	0.25	-0.03	-0.16
Pa_1_2430	0.07	-0.32	-0.04	-0.37	-0.3	0.18	0.15	-0.08	0.04	0.05
Pa_1_24300	0.71	0.7	0.69	0.24	0.06	-0.07	-0.51	-0.66	-0.73	-0.06
Pa_1_24310	0.09	-0.42	-0.51	-0.09	-0.12	0.34	1.03	0.96	0.5	-0.56
Pa_1_24320	0.08	-0.4	-0.51	-0.08	-0.2	0.55	1.18	0.97	0.26	-0.77
Pa_1_24330	0.26	0.43	-0.05	-0.19	-0.55	-0.32	-0.31	0.22	0.39	0.05
Pa_1_24340	0.37	0.21	-0.01	-0.17	-0.37	-0.22	0.01	0.29	0.03	-0.48
Pa_1_24350	0.4	-0.14	-0.05	-0.13	-0.28	0.05	0.29	0.3	0.23	-0.11
Pa_1_24360	-0.25	0.23	-0.07	0.11	0.03	-0.12	0.02	0.18	-0.02	-0.1
Pa_1_24370	-1.84	-0.15	-0.5	-1.31	-0.89	0.15	1.48	2.4	2.66	1.68
Pa_1_24380	-0.91	-0.39	-0.48	-0.63	-0.39	0.39	1.56	2.42	2.68	0.82
Pa_1_24390	0.02	-0.17	-0.15	-0.14	-0.02	-0.05	0.38	0.51	0.33	0.2
Pa_1_2440	0.51	-0.08	-0.16	-0.41	-0.34	-0.16	0.15	0.5	0.46	0.08
Pa_1_24400	0.24	-0.85	-0.76	-0.35	-0.24	0.31	0.92	1	0.53	-0.36
Pa_1_24410	0.86	1.92	1.55	0.72	0.04	-0.04	-1.12	-1.76	-2.34	-2.79
Pa_1_24420	2.26	1.69	1.32	0.47	0.06	-0.06	-0.42	-0.67	-1.13	-1.69
Pa_1_24430	-0.76	-0.17	0.96	0.9	0.68	0.6	0.17	-0.73	-0.99	-0.34
Pa_1_24440	0.17	0.16	0.13	0.22	0.02	-0.02	-0.22	-0.25	-0.38	-0.41
Pa_1_24450	2.67	1.95	0.34	-0.23	-0.71	-0.14	0.14	0.29	-0.49	-1.06
Pa_1_24460	0.36	0.6	0.05	0	-0.33	0	-0.02	0.1	-0.13	-1.29
Pa_1_24470	0.09	0.37	0.09	-0.14	-0.25	-0.16	0.19	0.1	-0.09	-0.79
Pa_1_24480	1.46	0.48	0.04	-0.04	0.03	-0.06	-0.03	-1.1	-0.31	0.5
Pa_1_24490	0.07	-0.38	-0.14	-0.3	-0.23	-0.07	0.25	0.16	0.18	0.55
Pa_1_2450	0.64	0.14	-0.17	-0.14	-0.14	-0.13	0.23	0.35	0.07	-0.07
Pa_1_24500	-0.01	0.12	0.02	-0.21	-0.27	-0.08	0.06	0.15	0.01	-0.37
Pa_1_24510	-0.89	0.07	-0.53	0.33	-0.04	-0.26	-0.37	0.04	1.79	2.68
Pa_1_24520	-2.9	-3.77	-3.43	0.65	1.04	0.9	0.24	0.5	-0.68	-0.24
Pa_1_24530	0.89	0.68	0.51	0.31	0.2	-0.2	-0.68	-0.89	-1.07	-0.7
Pa_1_24540	0.17	0.92	-0.25	0.07	-0.07	-0.09	-0.2	-0.1	0.87	3.27
Pa_1_24550	-0.12	-0.54	-0.53	-0.44	-0.28	0.19	0.63	0.73	0.57	0.12
Pa_1_24560	0.17	0.16	-0.34	-0.47	-0.37	-0.16	0.43	0.88	0.77	-0.31
Pa_1_24570	-0.12	0.13	-0.36	-0.35	-0.23	-0.02	0.02	0.33	0.36	0.02
Pa_1_24580	0.44	0.21	0.59	0.23	0.07	-0.07	-0.56	-1	-1.45	-0.78
Pa_1_24590	0.3	0.55	0.07	-0.17	-0.07	0.13	-0.07	-0.2	-0.27	0.68
Pa_1_2460	-0.4	0.05	0.03	0.09	0.04	-0.03	0.12	-0.1	-0.09	-0.19
Pa_1_24600	-0.1	-0.02	0.01	-0.11	-0.16	-0.01	0.06	0.12	0.27	1.18
Pa_1_24610	0.21	0.36	-0.03	-0.01	-0.34	-0.07	0.01	0.24	0.46	-0.24
Pa_1_24620	-0.3	-0.16	-0.24	-0.04	-0.1	0.04	0.35	0.83	0.92	0.46
Pa_1_24630	-0.24	0.22	0.53	-0.22	0.88	0.95	0.41	-0.25	-1.65	-1.74
Pa_1_24640	-0.04	0.29	0.37	0.04	0.33	0.32	-0.33	-0.39	-1.21	-1.64
Pa_1_24650	1.27	1.55	0.45	0.63	-0.16	-0.39	-1.19	-0.82	-0.72	0.16
Pa_1_24660	0.85	0.63	0.58	0.51	0.06	-0.06	-0.67	-1.18	-0.72	-1.01
Pa_1_2470	2.94	3.46	2.47	0.8	-0.02	0.02	-0.96	-1.82	-2.12	-2.26
Pa_1_2480	-0.01	-0.43	-0.37	-0.34	-0.14	0.01	0.36	0.39	0.33	0.66
Pa_1_2490	-0.42	0.33	0.51	0.53	0.74	-0.33	-1.27	-1.27	-0.52	2.32
Pa_1_2495	-0.62	0.68	0.29	0.45	0.48	0.14	-0.14	-0.18	-0.29	-0.51
Pa_1_250	-1.66	-1.47	-1.39	0.38	-0.01	0.63	1.9	0.78	0.01	-1.38
Pa_1_2500	-0.45	-0.06	-0.31	0.46	0.19	0	0	-0.29	0.05	0.17
Pa_1_2510	-0.21	0.27	-0.16	0.15	0.01	0.1	0.12	-0.01	-0.42	-0.67
Pa_1_2520	0.31	-0.22	0.02	-0.06	-0.15	0.26	0.48	0.35	-0.02	-0.11
Pa_1_2530	-0.01	-0.05	-0.03	0.01	-0.05	0.07	0.3	0.52	0.45	-0.17
Pa_1_2540	-0.14	0.16	0.56	0.27	0	-0.38	-0.44	0	-0.18	0.21
Pa_1_2550	0.58	-0.37	0.01	-0.67	-0.34	-0.15	-0.01	0.46	0.59	0.21
Pa_1_2560	-0.03	-0.48	0.03	-0.31	-0.05	-0.19	0.12	0.39	0.3	1.02
Pa_1_2570	0.01	-0.05	-0.15	-0.01	-0.12	0.18	0.64	0.98	0.45	-0.83
Pa_1_2580	-0.43	0.25	0.3	0.25	0.19	0.23	-0.19	-1.42	-1.68	-0.37
Pa_1_2590	-0.76	0.23	0.34	0.02	0.27	0.03	-0.02	-0.44	-0.58	-0.34
Pa_1_260	0.55	-0.25	-0.25	-0.46	0.33	0.34	0.52	0.22	-0.22	-0.63
Pa_1_2600	-0.7	0.33	-0.77	0.02	0.16	-0.01	0.06	-0.23	0.01	-0.42
Pa_1_2610	0.25	0.06	-0.13	-0.08	-0.08	0.05	0.14	-0.05	0.08	-0.06
Pa_1_2620	0.87	0.01	0.05	-0.35	0.01	-0.01	-0.15	0.3	-0.15	-0.3
Pa_1_2630	0.06	-0.27	-0.5	-0.2	0.08	0.16	0.11	0.09	-0.06	-0.21
Pa_1_2640	-0.04	-0.55	-0.54	0.29	0.12	0.02	-0.11	0.1	0.15	-0.02
Pa_1_2650	0.01	-0.15	-0.03	0.19	0.04	-0.01	0.17	0.19	-0.13	-0.45
Pa_1_2660	-1.35	0.35	0.04	0.28	0.7	-0.04	-0.28	-0.28	-0.4	0.85
Pa_1_2670	0.34	-0.56	-0.03	-0.32	-0.32	0.25	0.28	0.1	0.03	-0.24
Pa_1_2680	0.05	-0.07	-0.05	-0.15	-0.11	-0.11	0.1	0.22	0.61	0.16
Pa_1_2690	0.01	-0.28	-0.32	-0.34	-0.02	-0.01	0.59	0.82	0.3	0.38
Pa_1_270	-0.35	0.29	1.04	1.32	1.38	0.37	-0.29	-1.29	-1.21	-0.83
Pa_1_2700	0.04	-0.02	-0.38	-0.34	-0.44	-0.12	0.02	0.21	0.35	0.84
Pa_1_2710	0.1	-0.3	-0.11	-0.34	-0.47	-0.03	0.12	0.03	1	1.45
Pa_1_2720	-0.17	0.16	-0.03	0.2	0.12	-0.14	0	0.02	0	-0.17
Pa_1_2730	-0.76	0.05	-0.11	-0.15	-0.08	-0.05	1.25	1.53	1.15	0.39
Pa_1_2740	-0.43	-0.06	-0.18	-0.25	-0.23	0.06	0.23	0.79	0.8	3.44
Pa_1_275	0.24	0	0.22	0.13	-0.15	-0.06	0	0.11	-0.24	-0.83
Pa_1_2750	-0.49	-0.39	-0.21	0.01	-0.17	0.17	0.25	0.49	-0.01	0.23
Pa_1_2760	-0.01	-0.25	-0.03	0	0	-0.05	0.32	0.37	0.82	0.83
Pa_1_2770	1.21	0.46	0.05	-0.03	0.03	-0.4	-0.22	-0.52	-0.03	0.17
Pa_1_278	0.42	0.87	0.18	0.19	0.13	-0.13	-0.33	-0.72	-1.13	-1.27
Pa_1_2780	-0.37	-1.23	-0.35	-0.11	0.11	0.69	1.2	0.54	0.15	-0.5
Pa_1_280	-0.03	0.1	0.03	-0.04	-0.27	-0.15	-0.31	0.63	2.49	1.97
Pa_1_2800	-0.16	-0.51	-0.41	-0.34	-0.29	0.16	0.52	0.48	0.61	0.39
Pa_1_2810	0.57	0.15	0.11	-0.19	-0.25	-0.01	-0.14	0.01	-0.16	0.07
Pa_1_2820	0.08	-0.22	-0.04	-0.05	-0.08	0.04	0.31	0.38	0.22	-0.18
Pa_1_2830	-0.47	-0.74	-0.26	-0.53	-0.16	0.41	1.57	2.52	2.54	0.16
Pa_1_2840	-0.39	-0.28	0.2	-0.35	0.03	-0.1	0.29	0.07	0.34	-0.03
Pa_1_2850	0.24	0.05	-0.09	-0.09	-0.05	-0.4	-0.25	0.47	0.87	0.45
Pa_1_2860	-0.03	-0.03	0.98	0.61	0.68	0.46	0.03	-0.49	-0.91	-0.49
Pa_1_2870	0.03	0.57	0.37	0.52	0.36	-0.03	-0.03	-0.5	-0.38	-0.09
Pa_1_2880	-0.23	-0.05	-0.19	-0.14	-0.11	0.05	0.5	1.09	0.89	0.24
Pa_1_2890	-0.44	-0.62	0.03	-0.19	0.18	-0.03	0.09	0.07	-0.23	0.5
Pa_1_290	-1.94	-0.31	1.12	0.94	0.99	0.74	0.31	-1.28	-2.04	-1.61
Pa_1_2900	-0.59	-0.22	-0.31	0	0.12	0.06	0	0.2	0.22	-0.18
Pa_1_2910	-0.65	-0.79	-0.16	-0.45	0.04	0.42	0.77	0.68	0.13	-0.04
Pa_1_2920	-0.04	0.04	0.17	0.08	0.4	-0.12	-0.09	-0.46	-0.23	0.42
Pa_1_2930	0.21	0.41	0.93	0.05	0.26	-0.05	-0.16	-0.96	-0.78	-0.13
Pa_1_2935	-0.01	0.6	0.58	0.09	0.23	-0.14	-0.52	-0.42	-0.47	0.01
Pa_1_2940	-0.01	0.09	-0.06	-0.09	0	0	-0.14	0.27	3.49	5.08
Pa_1_295	-1.11	-0.72	2.97	1.53	0.57	0.19	-0.19	-0.44	-0.23	0.33
Pa_1_2950	-0.18	-0.25	-0.02	-0.11	0.03	0.47	0.67	0.41	0.02	-0.09
Pa_1_2960	-0.09	-0.17	-0.23	-0.29	-0.28	0.09	0.6	3.11	3.38	3.51
Pa_1_2970	0.11	-0.43	0.09	0.03	0	0	-0.04	-0.18	-0.12	1.88
Pa_1_2980	0.22	-0.31	-0.33	-0.15	-0.08	0.27	0.43	0.4	0	0
Pa_1_2990	-0.57	-1.07	0.08	0.15	0.38	0.47	0.72	-0.08	-0.85	-1.02
Pa_1_30	0.83	1.01	1.78	0.74	-0.3	-0.45	-1.08	-1.26	-1.26	0.3
Pa_1_300	-0.26	0.26	0.43	0.65	0.37	0.36	-0.27	-0.75	-1.4	-1.17
Pa_1_3000	0.3	-0.86	-0.26	-0.59	-0.29	0.07	0.4	0.45	0.69	-0.07
Pa_1_3010	-0.47	0.04	-0.28	0.03	-0.03	-0.09	-0.13	0.26	2.52	2.59
Pa_1_3020	0.2	-0.11	0.01	-0.13	-0.13	-0.01	0.2	0.23	0.19	-0.14
Pa_1_3030	0.06	0.95	0.38	0.08	0.18	-0.1	-0.22	-0.06	-0.23	-0.27
Pa_1_3040	-0.04	0.04	0.39	0.7	0.24	-0.1	-0.11	-0.3	-0.23	0.19
Pa_1_3050	0.3	-0.01	-0.04	-0.26	-0.3	0.01	0.46	0.63	0.29	-0.66
Pa_1_3060	0.38	-0.14	-0.22	-0.24	-0.32	0.14	0.52	0.69	0.62	-0.33
Pa_1_3070	0.44	0.38	0.51	0.05	-0.07	-0.07	-0.16	0.03	-0.21	-0.03
Pa_1_3080	0.19	-0.03	-0.06	-0.07	-0.11	0.03	0.33	0.42	0.08	-0.44
Pa_1_3090	1.41	0.78	1.86	0.88	0.14	-0.14	-1.39	-2.81	-2.64	-2.4
Pa_1_310	0.3	0.26	0.13	0.26	-0.01	0.01	-0.24	-0.33	-0.58	-0.41
Pa_1_3100	0.9	0.5	1.35	0.14	0.34	-0.14	-0.62	-1.54	-1.81	-1.87
Pa_1_3110	-0.25	0.07	0.88	0.66	0.74	0.42	-0.07	-1.01	-1.58	-1.71
Pa_1_3120	0.15	0.45	0.25	0.28	0.04	-0.04	-0.21	-0.97	-2.11	-2.64
Pa_1_3130	0.12	0.18	0.06	0.09	-0.06	0.19	-0.12	-1.07	-2.22	-2.54
Pa_1_3140	0.72	-0.3	-0.08	1.49	0.08	0.98	0.58	-0.47	-1.57	-2.89
Pa_1_3150	2.63	1.06	0.15	-0.62	-0.58	-0.51	-0.21	-0.15	0.56	0.23
Pa_1_3160	-0.05	0.07	-0.18	-0.02	-0.2	-0.35	0.02	0.22	0.48	0.16
Pa_1_3170	-0.7	-0.35	-0.03	0.06	0.37	0.03	0.51	0.26	-0.14	-0.12
Pa_1_3180	-0.07	-0.1	-0.02	-0.15	0.01	-0.01	0.2	0.71	1.97	1.82
Pa_1_3190	0.19	0.11	0.31	0.11	0.04	-0.11	-0.04	-0.04	-0.36	-0.73
Pa_1_320	-0.01	0.18	-0.02	0.13	-0.12	0	-0.12	0.28	0.24	0
Pa_1_3200	-0.38	-1.09	-0.28	-0.46	-0.19	0.8	1.41	0.85	0.54	0.19
Pa_1_3220	0.05	0.32	-0.03	-0.28	-0.2	0.02	0.05	0.02	-0.09	-0.02
Pa_1_3230	0.41	0.27	-0.18	-0.2	-0.37	-0.21	-0.13	0.13	0.18	0.26
Pa_1_3240	0.53	-0.04	-0.2	-0.18	0.04	-0.18	0.06	0.48	0.17	-0.3
Pa_1_3250	0.03	-0.07	0.21	-0.12	-0.09	-0.04	-0.03	0.34	0.6	0.37
Pa_1_3260	-0.07	-0.01	0.18	0.01	-0.09	-0.02	0.38	0.94	1.22	-0.01
Pa_1_3270	0.03	0.04	-0.3	0	-0.05	-0.24	0.18	0.32	0	-0.64
Pa_1_3280	-1.23	-0.96	-1.11	-1	-0.48	0.48	2.07	2.41	2.55	1.65
Pa_1_3290	-0.93	-0.01	0.81	0.41	1.28	0.27	0.01	-1.88	-2.6	-2.78
Pa_1_330	-0.02	0.1	-0.35	0.02	-0.18	0.05	-0.17	-0.1	0.56	0.47
Pa_1_3300	-0.02	-0.13	-0.03	-0.2	0.02	0.11	0.09	0.2	-0.03	0.95
Pa_1_3310	-1.2	-1.07	-0.8	-0.02	0.5	0.33	0.57	0.36	0.02	-0.02
Pa_1_3320	0.16	0.04	-0.07	-0.09	-0.09	-0.04	0.08	0.18	-0.11	0.09
Pa_1_3330	0.13	0.1	0.08	-0.02	-0.26	0.04	0.02	-0.09	-0.36	-0.69
Pa_1_3340	0.31	0.24	-0.13	-0.12	-0.16	-0.05	0.05	0.23	0.21	-0.23
Pa_1_3350	0.27	0.23	-0.05	-0.06	-0.26	-0.07	0.05	0.2	0.1	-0.26
Pa_1_3360	-0.3	-0.34	-0.38	-0.2	0	0	0.24	1.32	4.57	6.52
Pa_1_3370	-0.81	-0.34	0.72	0.19	-0.19	-0.55	-0.19	0.76	1.34	0.96
Pa_1_3380	-0.4	-0.15	-0.34	-0.31	-0.22	0.15	1.5	3.17	3.91	4.57
Pa_1_3385	-0.59	-0.43	-0.74	-0.57	-0.11	0.11	0.29	1.73	2.78	2.19
Pa_1_3390	-1.29	-0.46	-0.56	0.21	0.54	-0.11	-0.39	0.11	0.55	0.75
Pa_1_340	0.48	0.81	0.68	0.17	0.21	-0.17	-0.6	-0.86	-1.03	-1.13
Pa_1_3400	0.04	0.75	1.01	0.37	0.23	-0.04	-0.66	-0.52	-0.39	-0.29
Pa_1_3410	0.08	0.06	-0.11	-0.24	-0.32	-0.06	0.35	0.38	0.35	-0.29
Pa_1_3420	1.63	0.97	0.83	0.1	-0.05	-0.42	-0.46	0	0	-0.36
Pa_1_3430	0.03	-0.03	-0.15	-0.18	-0.44	-0.17	0.14	0.68	0.59	0.74
Pa_1_3440	0.16	0.51	-0.28	-0.19	-0.09	-0.01	0.07	-0.09	0.01	0.53
Pa_1_3450	0.91	0.53	0.21	-0.49	-0.87	-1.02	-0.47	0.61	0.51	-0.21
Pa_1_3460	-0.05	0.17	0.18	0.12	0.05	-0.1	-0.25	-0.3	-0.16	0.19
Pa_1_3470	-0.19	-0.04	0.24	0.81	0.46	0.13	0.04	-0.04	-0.48	-0.63
Pa_1_3480	-0.19	-0.2	-0.03	-0.15	-0.03	0.11	0.52	0.56	0.43	0.03
Pa_1_3485	2.85	1.43	0.99	-0.58	-0.62	-0.72	-0.47	-0.01	0.02	0.01
Pa_1_3490	0.27	0.16	-0.06	0.06	-0.13	-0.11	0.13	0.08	-0.28	-0.51
Pa_1_350	6.93	4	2.9	-0.45	-0.67	-0.03	0.05	0.03	-0.54	-0.73
Pa_1_3500	0	0.06	0.83	0.86	0.38	0	-0.16	-0.05	-0.18	-0.02
Pa_1_3510	-1.33	-1.62	-0.54	-0.07	0.13	-0.39	0.07	0.21	1.76	1.06
Pa_1_3520	0.39	-0.05	0.1	0.16	-0.19	-0.09	0.05	-0.09	-0.16	0.13
Pa_1_3530	0.23	0.14	0.73	0.36	-0.02	-0.17	0	0	-0.29	-0.97
Pa_1_3540	0.04	0.27	-0.01	0.01	-0.11	-0.17	-0.23	0.22	0.07	-0.06
Pa_1_3545	-0.07	0.43	-0.11	-0.22	0.03	0.15	-0.06	-0.03	1.48	1.66
Pa_1_3550	0.34	0.11	0.01	-0.01	-0.21	-0.05	-0.02	0.14	-0.03	0.12
Pa_1_3560	0.52	0.02	0.18	-0.11	0.02	-0.03	-0.02	0.23	-0.07	-0.25
Pa_1_3570	0.51	0.06	-0.1	-0.09	0.13	-0.25	-0.24	-0.06	1.36	2.47
Pa_1_3580	0.44	0.04	-0.04	0.13	0.06	-0.16	-0.28	-0.82	-0.53	0.04
Pa_1_3590	0.76	0.27	0.99	0.64	0.08	-0.2	-0.85	-1.03	-1.01	-0.08
Pa_1_360	0.06	-0.09	0.4	0.39	0.29	0.19	-0.06	-0.06	-0.43	-0.85
Pa_1_3600	0.04	-0.38	-0.04	-0.06	-0.19	0.12	0.45	0.49	0.28	-0.51
Pa_1_3610	0.58	-0.03	0.17	-0.29	-0.03	-0.18	0.03	0.45	0.08	-0.17
Pa_1_3620	0.25	0.07	0.12	-0.03	-0.22	-0.14	-0.16	0.13	0.03	-0.62
Pa_1_3630	-0.06	-0.17	-0.04	-0.09	-0.11	0.04	0.13	0.06	0.3	0.61
Pa_1_3640	0.03	-0.32	-0.04	-0.17	-0.03	0.07	0.44	0.3	0.09	-0.47
Pa_1_3650	0.17	-0.44	0.03	-0.23	-0.26	-0.03	0.3	0.61	0.18	-0.75
Pa_1_3660	-0.14	-0.13	-0.29	0.01	-0.01	-0.14	0.4	0.8	1.19	0.38
Pa_1_3670	0.02	0.71	-0.5	0.21	0.03	-0.02	-0.44	-0.04	0.29	-0.67
Pa_1_3680	0.04	0.37	-0.04	-0.24	-0.32	-0.55	-0.11	0.3	0.18	0.23
Pa_1_3690	-1.08	-1.1	-0.21	0.03	-0.03	-0.12	0.28	0.7	1.29	2
Pa_1_3695	-0.52	0.29	-0.25	-0.21	-0.02	0.12	0.02	0.1	-0.52	0.27
Pa_1_3698	-0.05	-0.16	0.2	-0.36	-0.5	-0.07	0.05	0.54	0.33	0.1
Pa_1_370	3.22	1.2	0.18	-0.35	-0.96	-0.88	-0.18	0.81	0.57	-0.2
Pa_1_3700	0.03	0	0.13	0	-0.01	0.12	-0.01	-0.17	-0.34	0.46
Pa_1_3710	0.15	-0.05	-0.13	-0.32	-0.06	-0.16	0.05	0.06	0.34	0.46
Pa_1_3720	0.09	-0.89	0.44	1.48	0.3	-0.09	-0.51	-0.89	-0.47	0.54
Pa_1_3730	0.3	-0.02	0.1	-0.09	-0.23	0	0.22	0.23	0	-0.42
Pa_1_3740	0.03	-0.11	-0.16	-0.07	-0.03	-0.03	0.15	0.13	0.12	2.03
Pa_1_3750	0.52	0.02	-0.03	-0.15	-0.16	-0.21	-0.02	0.37	0.74	0.5
Pa_1_3760	0.12	-0.16	-0.27	0.02	-0.29	-0.11	0.17	0.49	0.43	-0.02
Pa_1_3770	-0.82	-0.52	0.07	0.98	0.46	-0.42	-0.07	0.33	0.07	-0.47
Pa_1_3780	0.86	-0.28	0.03	-0.13	-0.08	0.01	-0.28	-0.01	0.11	1.72
Pa_1_3790	0	-0.6	-0.34	-0.26	-0.21	0.1	0.3	0.11	0.06	0
Pa_1_380	0.92	0.95	0.9	0.92	0.08	-0.08	-0.11	-0.44	-1.08	-2.16
Pa_1_3800	0.19	0.13	-0.37	-0.12	-0.28	-0.28	0.17	0.32	0.12	-0.45
Pa_1_3810	-0.83	-1.12	-0.38	1.44	1.15	0.34	0.13	-0.06	0.06	-0.25
Pa_1_3820	0.16	0.19	0.01	-0.01	-0.37	-0.18	-0.47	-0.13	0.04	0.2
Pa_1_3830	-0.04	-0.16	-0.12	0.2	0.04	-0.07	0.36	0.62	0.57	-0.2
Pa_1_3840	-0.4	0.01	-0.42	-0.01	-0.1	-0.11	0.22	0.49	0.37	0.05
